,sentiment
11287,2
11372,2
14613,1
6019,1
20467,2
19803,1
17364,2
17874,1
13328,1
17265,1
16340,1
12258,1
4779,2
20073,1
523,2
15662,1
15142,1
5606,2
12144,1
16448,1
21604,2
20593,2
11571,1
23734,2
13642,1
22155,2
22968,2
7033,2
9153,2
5082,1
13893,1
9734,1
13638,2
12269,1
22573,1
23814,2
16880,2
2881,2
2770,2
8105,1
786,2
10927,1
3048,1
7193,2
13470,1
13460,2
9231,1
14025,2
14781,1
24375,2
7389,2
17511,2
13810,1
24753,2
1649,2
15402,1
12348,2
22489,2
5457,2
14817,2
7577,1
7,1
8507,2
6902,1
20341,1
17984,1
21082,2
11529,1
20437,1
10439,1
21398,2
18630,2
8914,1
15205,2
17946,1
10557,2
15663,2
16449,2
2376,1
18171,2
21409,2
16893,1
22568,1
15302,1
2999,2
9911,1
8945,1
6109,1
2906,1
6401,2
10528,1
9789,2
4951,1
5830,2
14664,1
12762,2
1959,2
20871,1
21167,1
6482,1
16666,2
520,1
13733,1
7337,2
3501,2
23773,1
2984,1
12131,2
7378,1
2073,2
8473,2
22861,2
10248,1
15701,2
14434,1
3867,1
21764,2
22175,1
18472,2
9084,2
5145,1
20179,2
20403,1
22480,2
10341,2
9566,2
16028,1
16647,2
11343,1
2535,2
357,2
23699,1
24642,1
5981,1
19545,1
15503,1
14330,2
9392,2
10310,2
20169,2
5233,1
455,1
15835,2
4904,2
6016,2
7923,1
21750,2
24777,2
15409,2
9893,1
16648,1
903,1
21148,1
3533,1
19744,1
19008,1
21782,1
3602,1
20953,1
19305,2
6427,2
5306,2
7298,2
19792,2
1307,2
8644,1
7409,1
3353,2
21912,2
18324,2
3367,2
1900,2
24584,2
12640,1
15211,2
7490,2
20714,1
10292,1
2588,2
11369,2
24305,1
17470,2
15874,2
16080,2
6083,1
23997,1
2585,2
19447,1
16546,2
9010,2
22914,2
865,2
18838,1
17585,2
20342,2
20529,1
10092,1
346,2
11928,1
10997,1
15489,1
382,2
12141,1
17720,2
21144,1
11350,1
8143,2
5455,2
19002,1
24693,2
5552,2
15576,2
2912,1
16277,1
12063,2
6010,2
3945,2
17008,2
2743,2
11617,2
21355,2
4592,1
7557,1
17682,2
1356,2
1531,1
22707,2
20269,2
16585,1
16146,1
8704,2
15916,2
17483,2
23352,1
548,1
12829,1
5891,1
3517,1
24114,1
23836,2
5268,1
15425,2
465,2
411,2
14376,2
14201,1
18747,1
8163,2
8215,1
1417,2
23870,1
12102,1
21834,2
7104,2
5343,1
10724,2
12157,1
4137,1
12854,2
18998,1
23145,1
16791,1
9905,2
22874,1
8594,2
19857,1
6343,1
19467,2
2846,1
20635,2
4477,1
15793,1
15631,2
14277,1
5772,2
9769,1
23320,1
10826,1
22240,2
9504,1
20013,2
5583,1
6559,1
23733,2
8661,2
21337,1
21114,1
12189,2
9191,1
9548,1
19568,1
6739,2
8710,2
3521,1
16322,2
1281,1
18335,2
13578,2
3158,1
4432,2
20337,1
105,1
6146,2
17074,1
12257,1
20246,1
4260,1
13687,1
897,2
12060,1
1507,2
19854,2
22009,1
23873,1
7147,2
6576,2
6473,2
16342,2
17766,2
14224,2
6830,1
18770,1
23714,2
14292,1
15018,2
5324,1
20303,1
20211,2
5518,1
17791,1
11548,1
13705,1
1977,1
5543,2
3387,2
3690,2
4029,1
2823,1
12893,1
3123,2
750,2
17642,2
1898,1
16708,1
1415,2
7386,1
12885,1
997,2
15891,2
4650,1
19499,2
14094,1
6456,1
9455,1
21247,1
9919,2
2155,2
21325,1
11622,1
5386,2
21095,1
23926,2
4709,2
19953,2
22361,1
22733,2
5316,1
5089,1
312,1
1407,1
21394,1
765,1
21500,2
18919,2
24643,1
11069,2
3654,2
574,1
568,2
1211,1
8366,1
15365,2
14473,2
12105,2
13173,1
18767,2
24419,1
13720,2
24621,1
15969,2
3613,1
18110,1
1024,2
18019,1
17479,2
7130,2
3984,1
5297,1
17707,1
4174,1
10016,1
644,1
7096,2
8561,1
2837,2
6954,2
10303,1
6471,2
8149,2
6497,2
13750,2
18313,2
4790,1
22804,1
15982,1
5913,2
9663,2
16504,1
2173,1
3704,2
8809,1
11554,2
8224,2
12173,2
22402,2
7075,2
7208,1
5559,2
10232,1
14804,1
21284,1
17065,1
15878,1
5287,1
15915,2
19748,2
11872,1
16099,2
20625,2
3138,1
291,2
4233,1
17908,2
13783,2
23933,2
16412,1
4215,2
19306,1
17947,2
22411,1
18873,2
21131,1
13297,1
6651,1
6801,2
13596,1
9289,2
15149,2
15581,2
18797,2
11688,1
23795,1
15147,2
12761,1
22816,1
20542,2
6836,1
11149,2
24394,1
4954,2
15408,2
2452,2
12981,1
3881,2
22021,2
10564,2
22161,2
3980,1
15342,2
3016,2
13729,1
24071,1
3761,1
18548,2
9967,1
14673,2
10836,1
7073,2
24009,2
20493,2
22925,1
5276,2
7578,1
3038,1
13910,2
14091,2
8565,1
31,1
23223,1
17232,2
5099,2
21864,1
18415,2
18854,1
17454,1
3509,2
22827,2
8040,2
17795,2
5980,1
3237,1
20977,2
1961,1
10311,1
2809,1
14352,1
4488,1
3091,1
2288,1
3163,1
11744,1
1955,1
14440,1
23496,1
21744,2
2991,1
3425,2
17939,1
22935,2
6116,2
21011,1
19072,1
4624,2
10212,2
1481,2
17836,1
8946,1
592,1
10079,2
12723,1
15083,2
7196,2
19222,2
648,1
23924,1
1135,2
19968,1
3120,1
2247,1
7978,1
2262,2
17564,1
21911,2
24057,1
15371,2
11357,2
16884,2
15394,2
13204,2
6281,1
23732,1
14484,1
18445,2
3339,1
13878,2
18752,1
12711,2
7000,1
13399,1
13679,2
19243,1
16835,2
1632,2
5157,1
12139,1
13892,1
24263,1
24127,1
19863,1
861,2
3156,1
6834,2
19370,2
8910,1
17777,2
17718,1
22486,2
18232,2
4898,1
7289,2
6929,1
5142,1
1156,2
22269,1
20090,2
22945,2
2947,2
18138,2
4724,1
24251,2
9302,1
3649,1
13091,2
24695,1
23237,1
8641,2
14232,2
20509,2
3552,2
17166,1
1611,1
15022,2
24525,2
14724,2
22173,2
7797,1
20379,2
21785,1
11155,2
17903,2
20130,2
5046,1
5193,1
6317,2
2363,2
22241,1
17182,2
10545,2
893,1
2785,1
24542,2
8194,1
7225,2
24283,2
6873,1
13229,1
3833,1
24570,1
339,2
19999,2
11837,1
5377,2
20875,2
12194,1
8197,2
23659,1
13656,1
9060,1
21073,2
11596,1
12466,1
16002,2
221,2
24713,1
14047,1
22775,1
17940,1
9750,2
296,2
8581,1
24304,1
16572,2
4987,2
20445,1
389,1
22496,2
4090,2
18015,1
14604,2
16905,1
24455,1
19117,2
21092,1
13019,1
8983,1
3722,2
8190,1
23992,1
22976,1
17847,1
10324,2
12571,1
7820,2
18086,2
15881,2
2686,1
21186,2
23279,2
22415,1
3637,1
16991,1
6802,2
22391,2
4312,2
11936,2
14428,1
9023,2
22203,2
17351,2
17485,1
17378,1
18901,2
2629,2
24484,2
1368,2
6430,1
23353,1
18331,1
14178,1
844,2
22379,1
19303,2
47,1
9786,1
20673,1
1605,1
14293,1
10144,1
23580,2
1338,2
19294,1
17721,1
15285,1
20474,1
18667,1
23651,2
9495,2
21278,1
16788,1
15850,1
17579,2
15112,2
12143,2
3141,2
15185,1
2108,1
10925,1
638,1
2304,1
402,2
1101,1
19585,1
23969,2
240,2
18781,2
13877,2
7653,1
24681,1
3260,1
2382,1
9203,2
22796,2
18485,2
8237,2
11216,2
3030,1
15720,1
7173,1
608,1
7142,1
7662,1
5764,2
10803,2
20016,2
16500,2
12413,1
7933,2
690,2
11227,1
2755,1
11525,1
22893,1
14068,2
375,1
6048,1
5826,2
12485,1
2949,1
4309,1
17393,2
7985,1
7428,2
10575,2
17098,2
20177,2
3735,2
835,1
18446,1
8859,2
15896,1
22562,2
4596,2
22766,1
14834,2
21541,2
20945,2
4026,1
13382,1
9771,2
16587,2
21632,2
18686,1
11021,1
13174,1
13959,2
13940,2
16460,1
1375,2
16671,2
18547,2
7636,1
23919,2
13453,2
8191,2
21338,1
3081,1
4148,2
6661,1
16179,2
1325,1
3982,2
7009,2
11272,2
746,2
7672,1
11704,2
23759,2
12511,2
17007,2
6891,2
4470,2
4895,1
15888,1
14932,2
20746,2
8301,2
21569,1
9935,1
22037,1
2608,1
4433,2
14285,2
9331,1
22767,1
3847,1
5679,2
1131,1
533,1
24712,2
15165,2
18056,2
20995,1
7431,2
20148,2
20095,2
16709,2
10208,2
6887,1
2166,2
16350,1
8124,1
8544,2
19292,1
9397,2
21527,1
20057,2
6462,1
24162,2
23549,1
7638,1
2798,2
22205,2
4512,1
13929,2
3599,1
19808,2
7199,1
14471,2
2853,2
23528,2
15483,2
12465,1
24199,1
190,2
18775,2
5349,2
15895,1
21853,2
23885,1
22460,2
3117,2
10235,1
8990,2
13047,2
2151,1
18459,1
13760,2
24237,1
1913,1
6185,2
17814,1
15552,1
223,1
16406,2
6913,2
6668,1
2875,1
10519,2
11203,1
6039,1
19640,2
15400,1
3417,1
2180,1
16901,2
21881,1
15994,1
20511,2
4963,1
5714,2
17637,1
613,1
1117,1
10162,1
11945,1
18703,2
7696,2
12217,1
23067,2
2041,2
8979,2
15686,2
13971,1
13472,1
8159,2
20731,1
3885,1
19319,2
18458,2
18560,2
12136,1
9642,1
10406,2
4584,1
9785,1
19682,2
15081,2
77,1
5203,1
21001,2
2064,1
21434,1
9803,2
6408,1
11512,1
17200,1
6713,1
16515,2
14261,2
2119,2
3481,2
14452,2
8681,1
8100,1
22613,1
13814,1
24746,2
8030,2
1070,1
4805,2
3207,1
14941,2
8804,2
14008,1
6357,1
14883,1
15645,2
11559,1
22242,2
9213,2
11821,2
11680,1
14164,2
18645,2
19901,1
15729,2
2519,1
13618,2
5696,2
6638,1
6628,1
19432,2
16977,2
19017,1
16890,2
15633,1
16207,1
14864,1
20065,2
13377,1
6846,1
3122,2
13923,2
11929,1
3269,2
21372,2
4651,1
14977,2
11663,1
15456,1
16316,2
15186,1
15975,1
23983,2
16636,2
13145,2
15745,2
13485,1
2191,2
4253,2
21698,1
12013,1
2196,1
22353,2
12373,1
15607,2
24194,1
16215,2
10849,1
5783,2
1244,1
18665,1
14240,2
23908,2
7781,1
16165,2
22679,1
14727,2
13254,2
10228,1
5384,2
9149,2
5062,1
18438,2
1344,2
5883,1
19665,1
4128,1
13936,2
13028,2
17356,2
23138,1
17871,2
4062,1
15267,1
1183,2
4741,1
20189,1
12695,2
13420,1
13223,1
19834,2
22514,1
9779,1
16297,1
11468,2
7758,2
10146,1
17659,1
12671,2
18908,1
4846,1
22463,2
3318,1
10678,2
4965,2
9863,2
23454,1
2511,2
21540,1
16117,1
17068,1
8865,1
10651,2
23615,2
7060,2
19881,2
13164,2
24027,2
22880,2
9334,2
113,2
7181,2
11182,2
19705,2
23232,2
2490,1
5926,1
12531,1
8270,2
4102,1
19583,2
11202,2
16800,1
5877,1
10391,1
17749,2
19388,1
21836,1
3049,2
13450,2
15363,1
23134,2
22105,2
5273,2
9573,1
7853,2
17793,1
14203,1
23760,1
21921,2
17112,2
1498,2
24272,1
4929,2
17137,2
6318,1
13278,2
1604,1
7644,1
10863,1
6415,1
17667,1
1171,2
9976,2
10867,2
24376,2
22322,2
9610,2
5947,2
4099,2
11245,2
15046,1
16471,1
2473,2
9110,2
7502,2
9841,2
12908,1
10936,2
2484,2
9338,1
18095,1
10970,2
15062,2
15191,2
3666,1
11856,1
10999,1
17027,2
13244,2
15640,2
235,2
15540,1
20409,2
15038,2
16562,1
1335,1
20160,1
5944,1
23112,2
7967,2
8013,2
8700,2
19469,2
7048,1
1655,1
21447,1
3989,2
17004,1
14364,2
11139,1
1962,2
24444,1
13419,2
24687,1
15983,2
3121,2
18082,1
2214,2
15067,1
14558,2
19729,1
23778,1
4809,2
2668,1
1679,1
10768,1
20886,2
22060,2
13631,1
13150,2
10751,2
24589,1
652,2
13960,1
5077,2
9402,2
13094,2
7140,2
1304,2
16462,2
18515,1
11219,2
7308,1
17136,2
17358,1
17533,1
9297,2
18643,1
10956,2
13856,2
23858,2
22731,2
17519,2
24046,2
19429,1
23421,2
22041,1
6393,1
12524,1
21411,2
7697,2
18225,2
11863,2
583,2
16452,2
9493,2
22646,1
10851,2
14689,2
13285,1
1434,1
1610,1
9822,1
11682,1
8023,2
24169,2
23827,2
8324,2
4325,2
23862,2
7906,1
10744,1
6543,2
9116,2
24030,2
19340,1
16716,1
19170,1
982,2
8559,1
15922,2
7543,2
4755,1
24062,2
10351,1
394,2
18915,1
20234,2
12725,2
21185,1
16814,1
22258,1
9130,1
1253,2
6094,1
12660,1
5368,2
13273,2
6642,2
14777,1
8378,2
12260,1
17176,2
12950,2
20489,2
21445,2
13941,1
12657,2
22629,2
17942,1
1089,2
19574,1
15396,2
20527,2
1301,1
9300,2
16079,2
3253,2
5711,2
12018,2
19737,1
4815,2
15638,1
17517,2
37,2
10805,1
24257,2
6270,2
12858,1
8158,2
20458,2
15672,2
2069,1
23207,2
24315,1
2817,1
2989,1
23726,2
1058,1
19637,2
5286,2
6209,1
19121,2
5688,2
2620,2
22806,1
6778,2
804,2
13834,2
20384,2
23450,2
15053,1
18214,2
17340,1
2377,1
24064,2
3448,2
24374,2
9753,1
15098,1
24496,1
12179,2
7819,1
3923,2
5916,1
76,1
19295,2
6862,2
24036,2
16231,2
1273,2
3292,2
11397,2
13830,1
15677,2
3495,2
4944,1
17974,2
5430,1
15035,2
950,2
15882,1
5971,2
16249,1
17936,2
2635,2
18000,1
6188,2
23140,2
22229,2
1311,2
18114,1
17071,1
22303,1
18112,2
2650,2
5715,1
5012,1
11904,1
4362,2
20166,2
20281,1
7417,2
19107,2
21680,2
1053,1
14584,1
18738,1
11896,2
12187,1
6529,1
356,1
13313,2
15905,1
16475,1
2092,1
18543,2
12707,1
8019,1
19964,1
14423,2
13158,1
13559,1
3150,2
21829,2
21089,2
23259,2
16356,2
7065,1
1316,1
7625,1
6541,2
15476,1
9904,2
23338,2
8535,2
17920,1
3242,2
707,2
23702,2
19989,2
2314,1
21202,1
16559,1
318,2
12644,2
5479,1
23074,2
9268,1
8820,2
18456,2
22750,2
9820,2
1248,2
9087,1
16330,2
10362,1
9534,1
4837,1
19991,2
10559,1
23835,1
17532,2
4019,2
20370,2
22799,2
19477,1
15778,1
18258,1
8965,1
10509,2
8690,2
10413,1
9667,2
1148,1
11638,1
13454,2
21656,1
371,2
4321,2
19320,1
14133,1
415,2
8326,2
17185,2
24585,1
1134,1
22739,1
3520,1
20199,1
12678,1
12591,2
3397,1
10476,2
23118,1
2722,2
11738,1
12789,1
9318,1
6654,2
11976,1
18501,1
13501,2
21147,1
6060,2
4772,1
1369,2
12871,2
4234,2
14403,1
10939,1
4328,1
21381,1
20339,1
10245,1
9228,1
5547,2
8766,2
22840,1
21416,2
23102,2
14354,1
6610,1
15741,1
21873,1
22903,1
18490,2
13086,1
8062,2
20101,1
13127,2
3201,2
19910,1
18590,2
21779,1
24205,2
22621,2
9749,2
3944,2
18732,1
11025,1
14142,1
7645,2
19494,1
21180,2
8294,1
10502,1
17790,1
18526,1
19569,2
18892,2
22124,1
10136,2
17566,2
14564,1
13716,2
8600,1
241,2
22659,2
3804,2
260,2
6983,2
6152,2
17482,2
8450,2
10427,1
23621,2
24517,2
10057,2
24121,2
20375,2
16796,1
15715,1
4338,1
2013,1
17219,1
975,1
6658,2
9,1
11930,2
21040,2
2618,1
12690,1
1729,1
1984,2
20459,2
14929,2
4694,1
6974,1
15786,1
24752,2
9924,1
1488,1
16844,1
20538,1
11771,1
8099,2
10374,1
4697,2
2255,2
13682,2
945,1
15717,2
5776,2
15219,1
22670,2
14168,1
17526,1
6172,2
18123,1
11087,2
15733,2
11885,1
19675,2
12673,2
4812,1
10701,2
15532,2
3929,2
14753,2
7816,2
5246,1
6260,2
1013,1
4354,1
13255,2
4644,2
12015,2
2063,2
4104,1
5468,2
16979,1
16315,2
11110,2
13731,1
23916,2
18764,2
11741,1
18463,1
17130,1
18028,2
8005,2
14957,2
11661,1
19771,1
4807,1
16068,1
8248,2
24067,2
16677,1
23365,1
9620,2
1808,1
20690,1
22032,1
6945,2
868,1
23015,1
18899,2
17156,1
16838,2
15981,2
4135,2
23111,1
9046,2
18443,1
23190,1
20044,1
14454,2
19660,1
6180,1
386,1
9217,2
8492,1
9129,1
19860,2
17047,2
2903,1
13553,2
5161,2
19613,2
10045,1
4267,1
20645,1
6419,1
1187,1
7172,1
13802,1
11570,2
21432,1
24724,1
11804,2
20091,2
2349,1
17155,2
19694,1
12462,2
5737,1
9307,1
10455,1
2509,2
8781,1
19776,1
8328,2
7850,2
17899,2
14814,1
20516,2
21613,1
12864,2
6031,2
3128,2
6202,2
6459,1
5097,2
9569,1
19264,1
1106,2
19969,1
14110,2
3083,2
6334,1
4570,2
3635,2
10769,2
17107,2
15071,2
17633,1
15290,1
9868,1
13410,2
6323,1
2291,2
21753,2
21791,1
20774,1
6198,1
18093,1
9051,1
17009,1
8515,2
4036,2
6916,2
23010,2
12004,1
7100,1
9195,2
1510,1
1659,1
17709,1
11259,1
22952,1
21658,2
9960,2
9216,1
21216,1
21354,2
9258,1
6092,2
8649,1
6517,1
20165,1
2380,2
14545,2
9484,1
2329,1
7134,2
5549,1
12727,2
6907,1
9377,1
24748,2
21375,1
7370,1
24329,1
8046,1
2164,2
24154,2
722,2
18481,1
5809,2
24225,1
4798,1
7909,2
21209,2
4734,1
19066,1
901,1
4105,2
21323,2
22807,1
16749,2
16123,2
14398,1
16900,2
8667,2
4356,2
8067,2
20838,1
15913,1
2071,2
159,2
12353,2
24764,1
7057,1
22729,1
18519,2
15972,2
17896,2
16100,1
9372,1
14115,2
2728,1
15199,1
15399,2
9735,2
5542,1
4229,2
23525,2
761,1
10563,2
21427,2
8869,1
17926,1
20930,1
3004,2
11914,1
13153,1
21080,1
18809,2
1033,2
14256,2
18556,1
15065,1
6589,1
16961,1
16414,2
4190,1
2967,1
16981,1
11340,1
6771,2
21512,1
5367,1
5752,1
20828,1
2663,1
20195,2
15822,2
20952,2
13125,1
10259,2
8922,1
6775,2
1116,1
7732,1
11757,1
12292,2
4715,1
14850,2
16124,2
3962,1
4396,1
12336,2
23411,1
13999,1
7186,1
5615,2
6565,2
10749,2
24377,1
5495,2
15615,1
15033,2
449,2
2330,2
14249,2
13128,2
20743,2
12343,2
8071,1
9645,2
7270,1
11624,1
22666,1
18882,1
369,1
6611,2
24798,2
22340,2
5091,2
8546,2
11752,2
24448,2
185,2
697,2
16386,1
14985,2
11731,1
1362,2
251,1
13944,2
6914,1
24676,1
23946,2
9588,1
7969,2
24516,2
11392,2
9452,1
17066,1
20693,2
3275,1
23049,1
10139,1
17582,2
8090,2
14962,2
8864,1
23695,1
5379,2
14370,1
17165,2
545,1
17778,1
429,1
9454,1
13421,2
7084,1
5054,2
5267,1
19681,2
19982,2
21276,1
14181,2
11536,1
6320,2
9523,2
10046,2
20154,2
23397,2
19679,2
2350,2
18505,1
4540,1
3403,1
22298,1
13918,2
7408,1
17883,1
3805,1
14311,2
2451,1
4605,1
12805,2
12039,1
10771,1
2002,2
21919,2
23609,2
19399,2
22167,2
9953,2
6977,2
2021,1
20841,2
11556,1
6698,1
21751,2
17651,2
5112,2
20969,2
8597,2
10247,2
6720,2
8929,1
22025,1
24524,2
12214,1
16617,2
16257,2
826,1
2591,1
17115,2
19894,1
15591,2
21771,1
24417,1
10126,2
13825,1
16431,1
5189,2
17796,1
20662,2
21506,1
14420,1
1339,2
18729,1
11619,2
10871,2
24666,2
6527,1
14644,2
458,1
5617,2
2979,1
22677,2
2113,2
23043,1
3381,1
2564,1
20439,1
11189,2
12764,1
17161,2
21170,1
21046,1
19670,2
1669,1
20958,1
5812,1
15985,1
10923,1
1806,1
15757,2
9807,1
8799,2
11845,1
14134,2
18694,2
19327,1
19225,1
7585,1
14820,2
8815,1
1815,1
21510,2
23964,2
8181,1
6080,1
4547,2
7531,1
5905,2
6695,2
2248,1
2183,2
21268,1
22623,2
13236,1
16553,2
6660,1
19023,1
14156,2
12497,1
7749,1
24175,1
19053,1
10591,2
4440,2
7535,1
19204,2
23354,2
14197,2
4908,1
856,1
20919,1
24700,2
22634,1
18534,1
12535,1
2050,1
15600,1
5275,2
20721,1
20351,2
15467,2
24399,1
19512,2
24144,1
11684,1
1944,2
6868,2
1238,1
13823,1
9500,2
16275,1
322,1
19848,1
17216,1
20349,1
10031,1
9034,1
11966,2
24351,1
1314,1
15179,1
10853,2
13316,2
16507,1
2127,2
996,2
8629,2
19367,1
23899,2
21649,1
17885,1
5431,2
1855,1
16128,1
14587,1
16047,1
15883,1
23705,2
14368,2
10454,2
10613,2
1370,1
20623,2
5644,1
14357,2
14270,1
8746,2
3943,2
8892,1
20932,2
11194,1
7242,1
14884,2
6488,1
4608,2
20813,2
10719,2
20111,1
20984,1
19693,1
8719,2
1190,1
9964,2
11228,1
8708,1
13807,1
1523,1
22349,1
11690,2
18680,1
15721,1
22619,2
7069,2
7688,1
24434,1
2154,1
4410,1
3140,1
16262,1
17556,1
8303,1
1212,2
23684,2
17577,2
1005,2
1539,1
10402,2
10878,2
4134,1
15328,1
16376,1
181,2
19846,2
1149,2
2682,2
9898,1
21532,2
17114,1
8480,2
13564,2
22160,2
23960,1
6773,1
6546,2
19692,1
12437,2
3829,2
5260,1
463,1
10097,1
15057,2
19378,2
21587,1
15636,2
12389,1
19531,1
2974,1
978,2
11711,1
17563,1
10032,2
9993,1
8283,1
24178,1
14729,1
15667,2
5847,1
9279,1
8577,1
20188,2
13447,1
7174,1
6364,1
19435,1
14659,1
17996,1
9628,2
17458,1
6235,2
11550,1
7533,2
10018,2
16039,2
9281,2
3393,1
12619,1
3925,2
23478,2
9446,1
24132,1
5049,1
7277,2
2268,1
17199,2
1954,1
10649,1
11986,2
13621,1
9368,2
7910,1
9480,1
4289,2
10909,1
12446,1
13406,1
8199,1
14318,2
23766,1
14397,1
20429,1
12774,1
3845,2
12048,1
1675,1
13826,1
19842,1
5241,1
2526,2
10003,2
17540,1
12202,1
18984,1
475,1
24168,2
16409,1
5008,1
16206,1
2732,2
23436,2
23637,2
19985,2
5899,1
9295,1
7494,2
12937,1
10325,1
18631,1
13582,2
12794,2
19902,1
5171,2
625,2
23334,1
11728,1
13820,1
21810,2
16885,1
11969,1
20553,2
15480,1
7396,2
23402,2
12705,2
3468,2
6465,1
22558,1
7473,2
22774,1
2467,2
14693,1
9494,1
1247,1
1812,2
8527,1
4124,1
6772,1
22740,2
11959,2
24692,1
10456,1
19241,2
5100,1
4154,1
24662,1
6573,2
3860,1
9915,1
8374,2
3414,2
8706,1
12021,2
17855,1
24705,2
3759,1
11934,1
11647,1
24528,2
59,2
14411,1
9291,1
13189,1
15816,2
8499,2
9760,1
21430,2
10159,1
15492,1
5723,1
9918,2
22484,1
24490,2
13891,2
9006,1
14386,2
14260,1
22366,2
1100,2
13722,1
24749,1
15349,2
8569,1
13688,1
23851,2
15730,1
1112,2
2602,1
395,1
18603,1
8519,2
898,2
6725,1
10535,2
3338,2
20109,1
23096,2
23574,2
14681,2
7035,1
24193,1
4469,2
22505,2
1982,2
769,2
20163,1
385,1
17636,1
1848,2
6935,2
8778,1
20002,1
11943,2
19162,1
19226,1
14953,1
16558,2
15039,1
5499,2
12205,1
20517,1
2438,1
16575,1
24441,1
18279,1
3803,1
14087,2
24460,1
8486,1
2169,2
20456,2
11346,1
12712,2
11150,2
4407,2
21536,1
16387,1
9648,2
20850,2
12416,1
13250,1
13672,1
24105,2
20710,1
3905,2
24182,1
4561,2
4680,1
6681,1
21738,2
15362,1
6399,1
7497,2
10792,2
16009,2
13904,2
841,2
14055,2
23062,2
10861,2
3574,2
4439,1
6736,2
17073,2
5463,1
11868,1
4603,2
10620,1
19595,1
19246,2
3134,1
20495,1
2406,2
15509,1
4515,1
9609,2
3390,2
6144,2
17623,2
19184,2
15356,2
24446,2
5283,1
21435,1
19122,2
20810,1
11323,1
5389,2
8856,1
14944,2
1530,1
2381,1
16163,2
17281,2
21149,2
8823,2
13159,2
5813,2
5164,2
24456,1
10070,1
13660,1
8020,1
8833,2
9514,1
17818,2
18035,2
3454,1
19245,2
1564,1
6103,1
13179,2
5415,2
23470,2
18937,1
13388,1
2436,1
2036,2
2962,2
11252,2
21983,2
17427,2
20800,2
18047,1
16433,2
3315,2
11590,1
14295,2
7324,2
3452,2
11912,1
10636,2
3191,2
23400,1
19465,2
13902,1
13333,2
13775,2
5130,1
3341,2
22427,1
7594,2
9961,1
7209,1
8345,2
1960,1
15384,1
23428,1
1797,2
10877,2
22019,2
7476,2
6653,1
17597,1
9869,2
16445,2
16602,1
10088,2
4118,1
22524,2
4381,1
3721,2
673,2
20147,2
17755,1
13,1
16021,1
4300,1
14523,1
18655,2
8614,2
22873,2
21019,1
13701,2
21212,1
7866,1
11431,2
1999,2
12959,2
14795,2
12946,1
16705,2
7477,1
1340,2
21366,2
19791,1
7371,2
4613,1
12845,1
11886,1
24735,2
9800,1
97,1
15952,1
5608,2
14171,1
16134,2
18413,2
17700,1
10981,2
3384,2
6691,1
244,1
7702,2
8857,2
23558,2
10625,1
22565,2
5056,1
8902,1
1409,1
22115,2
20310,2
13476,2
18958,1
23895,2
2346,2
15914,1
20361,2
19343,1
3484,1
7795,2
16061,2
18106,2
456,1
7907,1
21310,1
1354,1
2890,2
16624,2
13817,1
13517,2
21653,1
19837,1
9538,2
15050,2
881,1
19544,1
13842,2
8025,2
20315,2
18293,2
19339,2
22508,2
7102,2
16839,1
18316,2
3177,2
10457,1
13480,1
7976,1
17385,1
6779,1
19555,1
16823,2
14928,1
12765,1
6996,1
13973,1
10030,1
10520,1
22706,2
23380,2
6968,1
5325,2
11398,2
986,2
18657,1
4765,2
22279,1
11466,1
7450,2
10658,1
2604,2
8344,2
22791,2
2958,2
22584,2
2257,1
19239,1
4370,1
470,1
13607,2
17148,2
11220,2
2557,1
16223,1
20,1
815,2
7744,2
7367,2
5216,1
17463,2
2434,1
8714,2
19154,2
6053,1
22711,1
19112,2
13077,1
24478,1
5657,1
4238,1
16693,2
22455,2
1895,2
17011,1
22031,2
18363,1
229,1
12842,2
17792,1
15504,1
9053,2
12270,2
19323,1
18414,2
900,1
13196,2
18888,1
8410,1
18596,1
10893,1
14299,2
22074,2
18659,1
19877,2
4822,2
20962,2
4198,1
8977,1
24429,1
10194,1
14661,2
4363,1
6851,2
24729,1
5434,2
10632,1
22449,2
23401,1
19962,2
2699,1
10370,2
17023,2
14805,2
15931,1
2319,2
8742,2
21519,1
21992,2
11275,2
13572,1
15411,2
15457,2
11317,2
11843,2
6838,1
22304,2
13742,1
8814,1
14255,1
7314,1
7861,2
11370,1
20208,2
17195,2
684,1
20552,1
1096,2
3927,1
9877,1
5155,1
6008,1
11517,1
10794,2
20193,2
24368,1
3406,2
22784,1
15010,2
14325,1
8466,2
3657,1
15685,1
19673,1
4502,1
8811,1
5789,2
367,2
2088,2
6888,1
22950,1
3413,1
3227,2
14054,1
9254,2
17835,1
18408,2
22149,2
13239,2
5717,2
18192,1
2730,2
19966,1
2692,1
54,2
24381,1
18648,2
8042,1
19247,1
19618,2
15350,2
22200,2
18403,2
14002,1
3981,1
14711,1
13573,1
13478,1
4563,2
22922,1
12135,1
8134,1
3003,1
18584,1
21899,2
17552,2
3109,1
5603,2
7579,2
23812,1
4317,2
3174,2
9897,1
2297,2
14474,1
7950,2
9016,2
13851,1
5984,2
18024,2
19279,2
21968,2
1719,1
2876,2
19875,1
57,1
5350,2
12574,2
5753,2
18955,2
1184,1
17248,2
12158,2
24212,2
1404,1
14465,2
2131,1
21863,1
9284,1
13568,2
2442,2
19892,1
13556,2
15543,2
7835,1
6487,1
6985,1
8839,1
6980,2
18070,1
19664,1
687,2
22906,1
10461,1
